1.22596,0.77682,1.6248
-1.11228,-0.54681,1.18946
1.97103,-0.71943,1.38066
-0.21256,0.65852,0.88159
-0.45475,1.1463,0.91885
0.99641,-0.92404,1.57087
-0.16879,0.26965,0.76785
-0.36332,-0.23843,0.82766
0.3311,0.33074,1.57087
-1.44201,0.14552,0.97768
0.42448,-0.07358,1.12475
-1.38365,-0.17443,1.10808
1.13064,-0.22874,1.17966
-0.92455,0.10964,1.06494
1.14231,0.01849,1.26496
0.41086,-0.13661,0.83943
1.97103,0.20856,0.45312
-0.84479,-1.10344,0.97866
1.22985,0.34432,1.48165
-0.09876,1.22582,1.34242
-1.06948,0.7904,1.1424
0.84273,-0.60888,1.1424
-0.91677,-0.47117,0.5345
-0.40709,0.03691,0.96395
-1.21052,-0.1531,0.79531
-2.012,-0.25298,0.58646
0.58011,-0.46438,0.6198
0.66668,0.12807,0.67471
-0.29134,-0.26462,0.82766
0.15116,0.13486,1.84246
1.07228,0.75743,1.49537
1.32517,0.18334,0.54234
-0.78643,0.53245,1.41399
1.46621,-0.31892,1.49733
-2.012,0.04661,0.43939
-1.08018,-0.28983,-0.20767
1.97103,-0.3645,0.63059
1.40007,0.0951,1.34242
-2.012,0.18237,1.60126
-0.81464,-0.02806,1.84246
0.4702,-0.28692,1.16593
1.29697,0.17365,0.8963
0.61804,-0.80573,0.96395
0.8651,-0.26462,0.88159
0.28831,1.11817,1.1826
-0.65804,0.67597,0.99238
0.90984,-1.00744,0.58646
-0.38375,0.25704,1.7199
1.3777,-0.3005,0.88159
-2.012,0.50433,0.92081
-0.17754,-0.57202,0.92767
-0.93914,-0.54099,0.75217
-0.23493,0.23474,1.08553
1.94185,0.43742,1.13259
-0.23882,-0.9832,1.29928
0.25037,-0.04255,0.78648
-0.0793,0.89804,0.98846
-0.18532,-0.25201,1.48655
1.18122,-0.30826,0.76001
-0.98972,1.59432,0.76785
-0.03651,0.64203,1.23554
-0.23298,-0.74367,0.35899
1.25417,-0.3742,0.85021
-0.93623,0.55475,1.3434
-2.012,0.52178,0.97179
0.36904,-0.25395,0.97964
-0.82145,-0.20449,1.1777
0.07821,-0.8998,1.43752
1.08784,-0.28789,0.78746
-1.73673,1.83772,1.00709
1.75509,-0.4702,1.27869
1.34463,0.33462,1.13848
1.3349,0.93198,1.09534
-0.23979,-0.26462,1.52479
-1.407,-0.04933,1.36693
-0.54813,-0.85713,0.96591
0.94583,0.50433,0.25996
0.20368,-0.30341,0.78648
-0.63762,-0.4159,1.1875
-1.47703,0.54894,1.58067
0.63263,1.57492,0.7708
-0.43335,-0.8484,0.81688
1.71035,-0.66318,1.49243
0.2173,1.70002,0.27565
1.50415,0.42675,0.92865
-0.06082,-1.58637,1.23751
-0.06277,0.3579,0.70118
0.07237,0.22504,1.32379
-0.70862,0.21147,1.5895
-0.17073,0.43257,1.10808
-1.72506,-0.20255,0.61784
-1.1259,0.02431,1.17377
-0.7913,0.47524,1.5944
0.12295,0.13777,1.2228
0.62777,-0.16473,0.77668
0.21244,-0.54099,0.61196
0.50229,-0.06097,0.4894
0.68321,0.10382,1.44537
1.15593,0.97271,1.19436
0.31846,1.52353,0.98748
1.56348,1.30824,0.85021
-0.20575,-0.10073,0.77178
1.20748,-0.7204,0.85119
0.03541,-0.34608,0.36782
-0.7485,-0.18025,1.04435
-0.6133,0.77973,1.26594
-0.09681,0.38505,0.92375
1.04504,-0.02612,1.56205
1.04504,-0.91919,1.42184
0.584,1.57007,1.04239
-1.59278,-0.31892,1.58264
1.75023,0.19692,1.16691
-0.04137,0.2648,0.99533
-1.00334,-0.08424,1.12475
0.59664,-0.22195,1.06886
-0.69111,-1.72408,1.47968
1.18414,1.31018,1.05121
-0.55008,-0.35577,0.70118
-2.012,-0.33832,1.70127
-1.75813,-0.8261,1.78952
1.97103,1.5371,1.41889
-0.45573,-0.20061,0.48449
1.33879,-0.88719,1.0218
1.97103,0.60227,0.73158
-2.012,0.72349,0.20604
1.5129,-0.83386,1.48361
0.11517,-0.51384,1.02376
0.30971,-0.11431,1.03749
-0.66971,0.71185,1.31202
-2.012,-0.11431,1.00513
0.09669,-0.41396,0.57078
-1.00918,-0.69809,0.84041
-0.19019,1.06484,0.83159
1.55375,0.25219,1.32183
-1.63849,0.15425,1.32673
0.2815,0.33656,1.38948
1.97103,0.1397,0.43645
-1.05878,-0.68936,1.50812
1.03921,-0.32086,1.50812
-1.08699,1.22582,1.61891
0.68516,1.54292,1.5042
-1.15119,-1.30709,1.16299
1.27557,-0.31601,0.72275
-0.16879,-0.00479,1.12181
-2.012,-0.42947,0.88355
-0.6347,-0.65736,0.54724
-0.14739,-0.19964,0.65216
0.88066,-0.02709,1.26202
1.20262,0.38311,1.09239
1.41466,-0.09103,1.27084
0.9682,1.23551,1.17279
-0.55105,-0.17346,1.17475
1.97103,0.03885,0.95022
-0.48199,1.83287,1.41988
-0.09681,0.0631,1.36987
0.3418,-1.00356,0.65216
0.1249,-1.12769,0.71589
0.89914,-0.75046,1.04239
-1.13076,-0.93083,1.45419
-1.79801,0.48202,1.74834
-0.446,0.17946,1.20613
-0.20186,0.62264,0.52567
0.22119,-1.11605,1.57479
1.97103,-0.1531,0.59529
0.51591,1.60304,0.37272
1.97103,-0.03091,1.47282
-2.012,-0.50996,0.64823
1.13064,0.40638,0.80119
-1.68616,-0.68258,0.43449
-0.98778,0.63039,-0.32827
0.89331,-0.24716,0.49234
-0.87397,-0.75725,0.72765
-0.35554,0.48978,0.81492
0.20563,0.83016,1.07867
1.24541,0.60518,0.92963
-0.07249,-0.49639,0.68549
1.10924,0.58288,1.05612
-0.00933,0.43451,1.91502
-0.04331,1.10848,1.46106
-0.85841,0.86604,0.84727
0.54801,-0.72137,1.07573
-0.85647,-0.18801,1.062
-1.22025,-0.44499,0.57078
-1.22414,-0.04933,0.82374
-1.51107,0.69731,0.97768
-0.92747,-0.15019,0.92571
0.33305,0.29486,1.112
0.65306,-0.06097,1.60225
-0.26216,-0.48281,1.112
0.38071,1.64959,0.87178
1.11508,-0.18413,0.96395
0.38655,-0.3742,0.73942
1.97103,0.53633,1.4336
-0.43335,0.21244,1.10024
-1.12979,0.44905,0.84531
-0.59871,-1.72214,0.62372
0.41378,1.63117,-0.25277
0.8437,0.66918,-0.38415
0.28247,-0.37129,0.57274
0.50521,-0.26074,1.41399
1.90878,0.51887,1.39144
0.68127,-0.4062,1.03258
1.43022,-0.81543,1.55126
0.30484,0.36953,1.0267
0.40503,0.59257,0.98356
-0.63567,-1.53789,1.62872
-0.43335,0.83307,1.13848
-0.13669,0.60518,1.90031
-1.41867,-0.09006,1.84639
-1.34377,-0.0503,1.2326
-0.84188,-1.15484,0.47861
-1.12395,-1.3643,0.88551
-1.40894,0.01655,1.13357
-0.77184,0.62651,1.0718
0.2922,-0.45953,1.0718
0.90303,-0.38002,0.91885
1.27751,0.32299,0.47175
0.69196,-0.07067,1.53263
-0.15323,0.26383,1.61793
1.3242,0.77004,1.05317
-0.20478,0.24444,1.23652
-0.45281,-0.9638,1.17672
-0.64345,-0.4576,0.51685
-0.9975,-0.38486,0.12171
0.32332,-0.45953,0.14819
0.26691,0.52566,0.79433
0.25815,0.28517,1.18358
0.53342,-0.25298,1.5091
-1.13854,-0.53808,1.53165
0.05097,0.8098,1.10612
1.30377,0.16589,1.665
0.23189,-0.34026,1.41889
0.07529,0.96398,0.89532
0.15991,-0.33735,0.86786
-1.80385,0.18043,0.99238
-0.48004,-1.55049,0.92277
0.53245,0.24153,0.76491
0.81744,0.33171,0.45704
-2.012,0.20759,1.30712
-1.08991,-0.41202,1.77775
0.81452,0.79622,1.91502
0.09183,0.52372,1.09239
1.4273,-1.53401,1.22672
1.29988,0.90871,0.7502
0.65403,0.40929,0.23839
-0.5209,-0.21419,1.42674
0.33889,-0.1017,1.1777
1.0003,0.25026,1.07671
-0.51311,0.52857,1.29241
-0.81464,0.16686,0.73452
0.06654,-0.7844,0.9463
-0.94012,-0.8998,1.08749
-0.95957,-0.21128,0.68745
1.189,0.56057,0.87375
0.31943,-0.48572,0.85806
0.17645,-0.09103,1.16397
1.32517,0.64494,0.49724
-0.05207,-0.51772,1.21397
1.14037,-0.28595,1.08455
-0.89829,1.1686,1.2581
0.39141,1.0435,1.75912
-2.012,-1.06659,0.91885
0.08696,-0.86004,0.16093
-0.48393,0.16589,0.88649
-1.21927,0.10285,1.91502
-1.98574,1.30824,0.54038
-1.36615,-0.52063,-0.00281
-0.11432,-0.43335,0.75707
0.69099,-0.75725,0.72667
-1.1541,-0.22195,1.0718
1.97103,1.95603,1.42968
0.01012,-0.12982,1.57969
0.64139,0.50239,1.08847
1.01878,1.39843,1.71696
-2.012,-0.50802,1.57773
-0.92358,-0.12885,1.06494
0.66278,-0.72137,0.45312
0.05,0.49463,0.54234
-0.72418,-0.55748,1.21103
-0.82437,-0.00479,1.7954
-0.37305,-0.44693,1.18554
0.25524,1.67965,1.23751
1.97103,-0.69518,1.1022
0.96431,-0.52257,0.43253
0.98377,1.00762,1.16593
0.35348,-0.21613,1.51106
-0.47421,-1.35945,0.87375
1.33101,0.15231,1.10612
-0.95957,0.44614,1.19731
0.17353,1.2743,0.6247
-1.85637,0.17849,0.97179
-0.04331,-0.51093,0.99925
-0.78157,0.53051,0.74236
1.07909,0.53051,0.76295
-0.19213,-0.70973,1.40615
0.09961,0.55378,1.12769
0.36223,0.47814,0.46096
1.97103,-1.03556,1.09534
-2.012,1.26751,1.32379
1.18316,1.07744,0.91689
0.23675,0.02915,0.81492
-0.78352,-1.20527,0.4541
-0.88078,-0.90368,-0.07046
0.68029,-0.12303,0.38939
0.25232,0.35596,1.03455
-1.51594,0.3482,1.29143
-1.29709,0.15425,1.5591
1.97103,-0.55845,1.3581
-0.54424,0.06891,1.15024
-0.77768,0.77295,1.27574
0.5733,-0.34414,1.65715
0.27274,0.78458,0.48351
1.75704,0.00103,0.83845
0.65014,-0.73979,1.46106
-0.22034,0.32396,1.06102
-1.38755,-0.51287,1.19044
1.367,1.14436,0.8561
0.94,-0.35577,0.44233
