-0.60357,-1.40794,1.48165
1.97103,-0.30922,0.81099
-0.16101,1.06387,1.31104
0.82522,-0.53905,1.05317
-0.04234,0.26286,0.49136
-0.4032,-0.42462,1.23652
-2.012,0.00491,1.49439
0.43615,0.12419,0.31389
-0.58801,-0.23552,0.95316
0.63555,-0.6273,1.15809
-0.41098,-0.25589,1.75422
-0.08319,0.98047,1.29731
0.74546,0.33268,1.1826
0.56357,-0.54293,0.53058
-0.18435,-0.99483,0.37174
0.11906,0.4025,0.80903
0.44588,1.18412,1.715
0.34083,-0.51772,1.20711
-0.38764,0.23571,0.66392
-0.41098,-0.47408,1.26496
-0.65804,-0.62051,1.21495
-0.82826,0.33753,0.71295
-0.30302,-0.5022,0.61686
0.36709,-0.78246,0.64529
0.46436,-0.07552,1.31398
1.94087,1.11236,1.13946
-0.20575,-0.33444,1.25221
-0.02003,-0.76403,0.861
0.32721,-0.12013,-0.13805
1.17344,-0.05806,1.17475
-1.49551,-0.63506,1.91502
-1.01307,1.72911,1.44831
0.7085,0.16104,1.03651
0.22703,-1.74735,1.48067
0.17061,0.79622,0.91198
-0.81951,1.04932,0.35899
-0.9586,-0.76888,1.12279
0.05973,-0.61954,1.91502
-0.39737,0.55088,0.40606
1.72689,-0.60209,0.63843
1.8903,0.42287,1.58754
-0.59093,0.01946,1.21005
0.61415,0.55669,0.94336
0.1035,-0.69906,0.81394
-0.34192,-0.31407,1.00807
0.4809,0.48493,0.86688
-1.4284,-0.38293,1.15122
-0.92942,-0.03285,0.96493
-0.17171,-0.68839,0.53842
0.90693,-0.4382,1.09435
-1.24164,0.86701,1.65225
1.01684,0.96398,1.75422
-0.19894,-0.64282,1.26594
0.24065,-1.93936,0.64823
0.61707,0.14649,0.6551
-0.33803,0.82434,0.35703
0.20077,-0.3131,1.50812
-0.22326,0.17752,1.71598
-0.61816,0.70797,0.75805
-1.25137,-0.81058,0.97572
-0.55688,-0.27916,1.29535
-1.31751,-0.26753,1.73951
-1.74549,0.52857,1.03847
1.43606,-0.87846,0.409
0.62777,-0.3868,0.6649
0.07626,-0.0503,1.67382
-1.07143,0.34335,1.6346
-0.00155,-0.26171,0.62078
1.21818,-1.15387,0.5041
1.51095,0.40638,0.24526
-1.39144,-0.12982,1.46106
-0.85258,-0.35092,1.91502
0.13268,0.6624,0.85806
-0.89246,-0.54778,0.79433
-1.69394,-1.58734,1.91502
-0.9265,1.95506,0.14721
0.12392,0.16783,0.55509
-0.32831,-0.44111,1.91502
1.45357,0.16007,1.45027
0.59762,0.63039,0.02171
0.96237,-0.86489,1.09534
-0.43725,1.49055,0.85414
-0.28065,1.05126,1.03356
0.79604,-0.56815,0.45704
0.97988,0.58191,0.87178
0.04806,-0.64669,0.78648
-1.4994,-0.64379,1.52087
-0.25827,0.78555,0.83747
0.45755,-1.10441,0.46881
0.77464,-0.56427,0.86492
0.10447,-0.22583,1.72971
-0.00155,1.23066,1.47576
-1.05586,0.38699,0.9816
0.74254,-0.39456,0.5041
1.09757,-1.44867,0.93159
-0.60552,0.36178,0.78648
0.44977,0.64785,1.91502
-0.64442,-0.5759,1.01003
-1.28152,-0.08134,0.88551
-0.85452,0.04758,1.05415
0.51786,-0.69906,0.96689
0.15311,0.15231,1.29535
-0.53646,0.15425,0.61196
0.18034,-0.15795,0.08936
0.95264,-0.092,0.84531
0.85829,-0.24716,1.5444
-2.012,0.13001,1.57773
1.64518,0.44905,0.01876
0.96139,-0.55263,0.48057
1.97103,-0.39359,1.36693
0.22314,0.12031,1.91502
-1.97115,1.07454,1.22182
0.56552,1.07454,1.07376
-0.05985,-0.79216,1.31987
-0.61816,-1.03556,0.96591
-2.012,1.60595,0.34919
0.13268,-0.07358,0.91297
0.81841,-0.23746,1.63656
0.29706,0.78943,0.90022
0.20952,-0.49057,0.97572
1.97103,-0.8998,1.55224
-0.48296,-0.38486,1.09043
0.18715,0.39087,1.13161
1.03532,-0.10849,0.86492
0.00137,0.06697,0.76981
0.85732,-0.05806,0.79531
-0.34776,0.04855,0.97376
-1.86999,0.00976,1.41497
-0.81172,-0.35383,1.15711
